id,name,description,images,nivel,type,emphasis,repository
1,Kino,"Kino é uma aplicação para exibir filmes e autores favoritos. Permite explorar detalhes dos filmes e informações sobre diretores e autores de forma intuitiva.","[""https://github.com/portfolio-projetos-dev/kino/raw/main/.gitassets/1.jpg"",""https://github.com/portfolio-projetos-dev/kino/raw/main/.gitassets/2.jpg"",""https://github.com/portfolio-projetos-dev/kino/raw/main/.gitassets/3.jpg"",""https://github.com/portfolio-projetos-dev/kino/raw/main/.gitassets/4.jpg""]",2,"web",false,https://github.com/portfolio-projetos-dev/kino
